urn,author,date
urn:cts:greekLit:tlg1405,"Heraclides, Criticus",300 BCE-200 BCE
urn:cts:greekLit:tlg1406,"Heraclides, of Cyme",400 BCE
urn:cts:greekLit:tlg1407,Heraclides Lembus,200 BCE
urn:cts:greekLit:tlg1409,"Heraclides, Ponticus, ca. 390-310 B.C.",400 BCE
urn:cts:greekLit:tlg0283,"Heraclides Ponticus, the Younger",100 CE
urn:cts:greekLit:tlg1410,"Heraclides, Sinopensis, 1. Jh. v. Chr./1. Jh. n. Chr.",100 BCE - 100 CE
urn:cts:greekLit:tlg0694,"Heraclides, of Tarentum, fl. 75 B.C.",100 BCE
urn:cts:greekLit:tlg1954,"Heraclides, Tarsensis, 2. Jh. v. Chr",200 BCE
urn:cts:greekLit:tlg1784,Heraclitus,400 BCE
urn:cts:greekLit:tlg1414,"Heraclitus, 1st cent.",100 CE
urn:cts:greekLit:tlg1415,Heraclitus Halicarnassensis 3. Jh. v. Chr.,300 BCE
urn:cts:greekLit:tlg1962,"Heraclitus, Lesbius, 3. Jh. v. Chr.",300 BCE?
urn:cts:greekLit:tlg1413,Heraclitus Paradoxagraphus,400 BCE
urn:cts:greekLit:tlg0626,"Heraclitus, of Ephesus",600 BCE-500 BCE
urn:cts:greekLit:tlg1411,"Heraclitus, of Ephesus (attributed author)",100 CE-200 CE
urn:cts:greekLit:tlg2336,"Hereas, Megarensis, v4./3. Jh",400 BCE-300 BCE
urn:cts:greekLit:tlg2169,"Herillus, Carthaginiensis, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg2426,"Hermaeus, Historicus, ca. 1.Jh.n.Chr",100 CE
urn:cts:greekLit:tlg1417,"Hermagoras, of Temnos, active 150 B.C",200 BCE
urn:cts:greekLit:tlg1380,Hermagoras Minor,100 BCE-100 CE
urn:cts:greekLit:tlg1419,"Hermas, active 2nd century",200 CE
urn:cts:greekLit:tlg0213,"Hermesianax, of Colophon",400 BCE-300 BCE
urn:cts:greekLit:tlg2532,"Hermesianax, Cyprius, ca. 1./2.Jh.n.Chr",100 CE-200 CE
urn:cts:greekLit:tlg2384,Hermias Methymnaeus 4. Jh. v. Chr.,400 BCE
urn:cts:greekLit:tlg1420,"Hermias, Curiensis, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg0531,Hermias,100 CE-200 CE
urn:cts:greekLit:tlg2317,"Hermeias, of Alexandria, 5th cent.",500 CE
urn:cts:greekLit:tlg0252,"Hermippus, Comicus, um 436/435 v. Chr.",500 BCE
urn:cts:greekLit:tlg1421,"Hermippus, of Smyrna, fl. 200 B.C.",300 BCE
urn:cts:greekLit:tlg0207,"Hermocles, Cyzicenus, um 307 v. Chr.",400 BCE
urn:cts:greekLit:tlg1422,"Hermocreon, Epigrammaticus,  Person der Antike",300 BCE
urn:cts:greekLit:tlg1423,"Hermodorus, Epigrammaticus, Person der Antike",
urn:cts:greekLit:tlg0592,"Hermogenes, 2nd cent.",200 CE-300 CE
urn:cts:greekLit:tlg0240,"Hermolochus, Lyricus, ca. 4.Jh. v. Chr",400 BCE
urn:cts:greekLit:tlg1425,"Hermon, Delius, 4. Jh. v. Chr./2. Jh. n. Chr.",400 BCE-200 CE
urn:cts:greekLit:tlg0559,"Hero, of Alexandria",100 CE
urn:cts:greekLit:tlg0650,Herodas,300 BCE
urn:cts:greekLit:tlg0087,"Herodianus, Aelius, 2nd cent.",200 CE
urn:cts:greekLit:tlg0015,Herodian,200 CE-300 CE
urn:cts:greekLit:tlg2625,Herodicus of Babylon,200 BCE
urn:cts:greekLit:tlg1427,"Herodorus, Heracleensis, um 400 v. Chr.",400 BCE
urn:cts:greekLit:tlg1805,Vita Homeri,Varia
urn:cts:greekLit:tlg0016,Herodotus,500 BCE
urn:cts:greekLit:tlg0926,"Herodotus, Medicus, 1./2. Jh. n. Chr.",100 CE-200 CE
urn:cts:greekLit:tlg0928,"Herophilus, of Chalcedon, ca. 335 B.C.-ca. 280 B.C",400 BCE-300 BCE
urn:cts:greekLit:tlg2311,"Heropythus, Colophonius, v5./4. Jh",500 BCE-400 BCE
urn:cts:greekLit:tlg0020,Hesiod,800 BCE-700 BCE
urn:cts:greekLit:tlg5025,Scholia in Hesiodum,Varia
urn:cts:greekLit:tlg1428,"Hestiaeus, Historicus, ca. 1.Jh.n.Chr",ante 100 CE
urn:cts:greekLit:tlg2274,"Hesychius, of Miletus",600 CE
urn:cts:greekLit:tlg4085,"Hesychius, of Alexandria, 5th cent.",500 CE-600 CE
urn:cts:greekLit:tlg2797,"Hesychius, of Jerusalem, -approximately 450",500 CE
urn:cts:greekLit:tlg0929,"Hicesius, Medicus, 1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg2240,"Hicetas, Syracusanus , v5. Jh.",500 BCE
urn:cts:greekLit:tlg2404,"Hierocles, Facetiarum Scriptor,d 4. Jh. (Hierocles Grammarian?)",400 CE-500 CE
urn:cts:greekLit:tlg2408,"Hierocles, Historicus,  3. Jh. n. Chr.",300 CE
urn:cts:greekLit:tlg2571,"Hierocles,of Alexandria, fl. 430",500 CE
urn:cts:greekLit:tlg1429,"Hierocles, Stoicus, 2. Jh.",200 CE
urn:cts:greekLit:tlg1953,"Hieronymus, of Cardia",400 BCE-300 BCE
urn:cts:greekLit:tlg1430,"Hieronymus, of Rhodes",300 BCE
urn:cts:greekLit:tlg0745,Hierophilus Sophista 4. bzw. 6. Jh.,400 CE-600 CE
urn:cts:greekLit:tlg2051,"Himerius, ca. 310-ca. 390",400 CE
urn:cts:greekLit:tlg2501,"Hippagoras, Historicus, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg1431,"Hipparchus, fl. 190-127 B.C.",200 BCE
urn:cts:greekLit:tlg0468,"Hipparchus, Comicus, 3./2. Jh. v. Chr",300 BCE-200 BCE
urn:cts:greekLit:tlg1433,"Hipparchus, Filius, Pisistrati, 6. Jh. v. Chr",600 BCE
urn:cts:greekLit:tlg1432,"Hipparchus, Pythagoreus, 4./3. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg2260,Hippasus,500 BCE
urn:cts:greekLit:tlg2406,"Hippasus, Lacon",100 BCE
urn:cts:greekLit:tlg1434,"Hippias, of Elis, 5th cent B.C.",500 BCE
urn:cts:greekLit:tlg1435,"Hippias, Erythraeus, ca. 4. Jh. v. Chr",400 BCE
urn:cts:greekLit:tlg0738,Hippiatrica,900 CE
urn:cts:greekLit:tlg0627,Hippocrates,500 BCE-400 BCE
urn:cts:greekLit:tlg2235,"Hippocrates, of Chius",500 BCE
urn:cts:greekLit:tlg1436,"Hippodamus, of Miletus",500 BCE
urn:cts:greekLit:tlg2115,"Hippolytus, Antipope, ca. 170-235 or 6.",100 CE-200 CE
urn:cts:greekLit:tlg1437,"Hippon, 5th cent. B.C.",500 BCE
urn:cts:greekLit:tlg0233,"Hipponax, fl. 540-537 B.C.",600 BCE-500 BCE
urn:cts:greekLit:tlg2391,"Hippostratus, Historicus, v3. Jh",300 BCE
urn:cts:greekLit:tlg0351,"Hippothoon, Tragicus, Person der Antike",Unknown
urn:cts:greekLit:tlg1438,"Hippys, Rheginus, 5./4. Jh. v. Chr.",
urn:cts:greekLit:tlg0012,Homer,800 BCE-700 BCE
urn:cts:greekLit:tlg5026,Scholia in Homerum,Varia
urn:cts:greekLit:tlg1440,"Honestus, Epigrammaticus, 1. Jh. v. Chr./1. Jh. n. Chr.",100 BCE-100 CE
urn:cts:greekLit:tlg2052,Horapollo,400 CE-500 CE
urn:cts:greekLit:tlg0013,Homeric Hymns,800 BCE-600 BCE
urn:cts:greekLit:tlg5002,Magica,Varia
urn:cts:greekLit:tlg0228,Anonymi Hymnus in Dactylos Idaeos,400 BCE
urn:cts:greekLit:tlg0227,Anonymi Curetum Hymnus,400 BCE
urn:cts:greekLit:tlg0030,Hyperides,400 BCE
urn:cts:greekLit:tlg2277,"Hypermenes, Historicus, ca. 2.Jh.n.Chr",ante 200 CE
urn:cts:greekLit:tlg2396,"Hyperochus, Cumaeus, v3. Jh",300 BCE-200 CE
urn:cts:greekLit:tlg0717,"Hypsicles, of Alexandria",200 BCE
urn:cts:greekLit:tlg1983,Hypsicrates,
urn:cts:greekLit:tlg2140,Iamblichus Alchemista ca. 3.Jh.n.Chr.,200 CE-300 CE
urn:cts:greekLit:tlg2023,"Iamblichus, ca. 250-ca. 330",300 CE-400 CE
urn:cts:greekLit:tlg5027,Scholia in Iamblichum Philosophum,Varia
urn:cts:greekLit:tlg1441,"Iamblichus, fl. ca. 160-180",200 CE
urn:cts:greekLit:tlg0293,"Ibycus, 6th cent B.C.",600 BCE
urn:cts:greekLit:tlg2226,"Iccus, Tarentinus v6. Jh.",600 BCE
urn:cts:greekLit:tlg2304,"Idaeus, Himeraeus",500 BCE
urn:cts:greekLit:tlg2628,Idaeus Epic.,600 BCE
urn:cts:greekLit:tlg1442,"Idomeneus, Lampsacenus, 4./3. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg9011,Ignatius the Magister Grammaticorum,
urn:cts:greekLit:tlg9012,Ignatios the Deacon ca. 775-ca. 848,800 CE-900 CE
urn:cts:greekLit:tlg1443,"Ignatius, Saint, Bishop of Antioch, -approximately 110",100 CE
urn:cts:greekLit:tlg1444,Ilias Parva Epic,800 BCE-600 BCE
urn:cts:greekLit:tlg1445,Iliu Persis Epic,800 BCE-600 BCE
urn:cts:greekLit:tlg0308,"Ion, of Chios",500 BCE
urn:cts:greekLit:tlg1446,"Ion, Samius, 5. Jh. v. Chr",500 BCE
urn:cts:greekLit:tlg0311,"Iophon, Tragicus, 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg4071,"Irenaeus, Referendarius, 6. Jh.",600 CE
urn:cts:greekLit:tlg1447,"Irenaeus, Saint, Bishop of Lyon",200 CE-300 CE
urn:cts:greekLit:tlg0017,"Isaeus, ca. 420-ca. 350 B.C.",500 BCE-400 BCE
urn:cts:greekLit:tlg0359,"Isidorus, Aegyptius, 2./1. Jh. v. Chr.",200 BCE-100 BCE
urn:cts:greekLit:tlg0352,"Isidorus, Tragicus, Person der Antike",Unknown
urn:cts:greekLit:tlg1449,"Isidorus, Aegeates, d 1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg0070,"Isidore, of Charax",100 BCE-100 CE
urn:cts:greekLit:tlg4052,"Isidorus, Scholasticus, 6. Jh.",600 CE
urn:cts:greekLit:tlg1083,"Isigonus, Nicaenus, 3. Jh. v. Chr./1. Jh. n. Chr.",300 BCE-100 CE
urn:cts:greekLit:tlg0010,Isocrates,500 BCE-400 BCE
urn:cts:greekLit:tlg1450,"Ister, Cyrenaeus, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg0201,"Isyllus, of Epidaurus",300 BCE
urn:cts:greekLit:tlg2576,Joannes Alexandrinus  Grammaticus,"?"
urn:cts:greekLit:tlg4392,"Johannes, de Epiphania, fl.um 570/93",600 CE
urn:cts:greekLit:tlg4394,"John of Antioch, 7th cent.",700 CE
urn:cts:greekLit:tlg2062,"John Chrysostom, Saint, -407",400 CE-500 CE
urn:cts:greekLit:tlg2934,"John, of Damascus, Saint",700 CE-800 CE
urn:cts:greekLit:tlg2578,"John, the Prophet, Saint","600 CE"
urn:cts:greekLit:tlg0526,"Josephus, Flavius",100 CE
urn:cts:greekLit:tlg1452,"Iuba II, Mauretania, König, v50-23",100 BCE
urn:cts:greekLit:tlg2180,"Judas, Historicus",300 CE
urn:cts:greekLit:tlg2003,"Julian, Emperor of Rome, 331-363",400 CE
urn:cts:greekLit:tlg4050,"Julian, the Eygptian",
urn:cts:greekLit:tlg4378,"Iulianus, Laodicensis um 497/500 n. Chr.",500 CE
urn:cts:greekLit:tlg4053,"Ioulianos, Scholastikos,fl. 535-555",600 CE
urn:cts:greekLit:tlg4054,Julianus Epigrammaticus,Unknown
urn:cts:greekLit:tlg1453,"Iuncus, Philosophus",200 CE?
urn:cts:greekLit:tlg2734,"Justinian I, Emperor of the East, 483?-565",600 CE
urn:cts:greekLit:tlg0645,"Justin, martyr, saint",200 CE
urn:cts:greekLit:tlg0646,Pseudo-Justinus,300 CE-500 CE
urn:cts:greekLit:tlg2497,Justus of Tiberias,100 CE
urn:cts:greekLit:tlg2937,Lachares,500 CE
urn:cts:greekLit:tlg1456,"Laco, Epigrammaticus, Person der Antike",Unknown
urn:cts:greekLit:tlg2525,"Laetus, Historicus, v2. Jh",200 BCE
urn:cts:greekLit:tlg0370,"Lamprocles, Atheniensis, 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg0918,"Lamynthius, Milesius, 5. Jh. v. Chr",500 BCE?
urn:cts:greekLit:tlg0469,"Laon, Comicus, 3. Jh. v. Chr",300 BCE
urn:cts:greekLit:tlg2321,"Laosthenidas, Historicus, v1. Jh",100 CE
urn:cts:greekLit:tlg0366,"Lasus, b. 548 B.C.",600 BCE-500 BCE
urn:cts:greekLit:tlg2186,"Leo, Alabandeus",200 BCE-200 CE
urn:cts:greekLit:tlg1941,"Leo, Byzantius",400 BCE
urn:cts:greekLit:tlg1978,"Leo, Pellaeus, 4./3. Jh. v. Chr",400 BCE-300 BCE
urn:cts:greekLit:tlg1458,"Leonidas, of Tarentum, fl. ca. 294-ca. 281 B.C.",300 BCE
urn:cts:greekLit:tlg2554,"Leonidas, Historicus, Person der Antike",Unknown
urn:cts:greekLit:tlg0948,"Leonidas,  Medicus, 1./2. Jh. n. Chr.",100 CE-200 CE
urn:cts:greekLit:tlg1457,"Leonidas, Alexandrinus,1. Jh. n. Chr.",100 CE
urn:cts:greekLit:tlg2913,"Leontius, Bishop of Neapolis, 7th cent.",700 CE
urn:cts:greekLit:tlg2914,"Leontius, Presbyter of Constantinople, active 5th century-6th century",500 CE-600 CE
urn:cts:greekLit:tlg4062,"Leontius, Scholasticus, fl. 540-555",600 CE
urn:cts:greekLit:tlg4167,Leontius Mechanicus,700 CE
urn:cts:greekLit:tlg1459,"Lepidus HIstoricus, Person der Antike",pre 600 CE
urn:cts:greekLit:tlg1460,Lesbonax,200 CE?
urn:cts:greekLit:tlg0649,Lesbonax (Rhetorician),200 CE
urn:cts:greekLit:tlg1461,Leucippus,500 BCE
urn:cts:greekLit:tlg0470,"Leucon, Comicus, 5./4. Jh. v. Chr.",500 BCE-400 BCE
urn:cts:greekLit:tlg2995,"Orus, 5th cent.",500 CE
urn:cts:greekLit:tlg4301,Lexicon rhetoricum Cantabrigiense,Incerta
urn:cts:greekLit:tlg4300,Lexicon Sabbaiticum,1400 CE-1500 CE
urn:cts:greekLit:tlg4294,Lexicon Vindobonense,1400 CE
urn:cts:greekLit:tlg2200,Libanius,400 CE
urn:cts:greekLit:tlg0374,"Licymnius, Chius, um 400 v. Chr.",400 BCE
urn:cts:greekLit:tlg0203,"Limenius, Lyricus,  2. Jh. v. Chr.",200 BCE
urn:cts:greekLit:tlg1465,"Linus, Legendäre Gestalt der Antike",
urn:cts:greekLit:tlg2630,"Lobon, of Argos",300 BCE
urn:cts:greekLit:tlg0143,"Lollius, Bassus 1. Jh. n. Chr., Identität mit Bassus <Smyrnaeus>",100 CE
urn:cts:greekLit:tlg0560,"Longinus, 1st cent.",100 CE
urn:cts:greekLit:tlg2178,"Longinus, Cassius, ca. 213-273",300 CE
urn:cts:greekLit:tlg0561,Longus,200 CE
urn:cts:greekLit:tlg0062,"Lucian, of Samosota",200 CE
urn:cts:greekLit:tlg0061,"Lucian, of Samosota (Pseudo-Lucianus)",200 CE
urn:cts:greekLit:tlg5029,"Lucian, of Samosota (Scholia)",Varia
urn:cts:greekLit:tlg1468,"Lucillius, 1st cent.",100 CE
urn:cts:greekLit:tlg1977,"Lucullus, approximately 117 B.C.-approximately 56 B.C",200 BCE-100 BCE
urn:cts:greekLit:tlg1469,"Lyceas, Naucratites, v4. Jh",400 BCE
urn:cts:greekLit:tlg2212,"Lyceas, Argivus, ca. 2.Jh.n.Chr.",Ante 200 CE
urn:cts:greekLit:tlg2246,"Lycon Pythagoricus ca. v4. Jh.",400 BCE
urn:cts:greekLit:tlg1138,Lycon Alexandrinus ca. v4./3. Jh.,300 BCE
urn:cts:greekLit:tlg0341,Lycophron,400 BCE-300 BCE
urn:cts:greekLit:tlg0381,"Lycophronides, Lyricus, 4. Jh. v. Chr",400 BCE
urn:cts:greekLit:tlg0034,"Lycurgus, ca. 390-ca. 324 B.C.",400 BCE
urn:cts:greekLit:tlg1470,Lycus Rheginus 3. Jh. v. Chr,300 BCE
urn:cts:greekLit:tlg2580,"Lydus, Johannes Laurentius, 490-ca. 565",500 CE-600 CE
urn:cts:greekLit:tlg0471,"Lynceus, Samius, 4./3. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg0297,Lyrica Adespota,
urn:cts:greekLit:tlg0230,Lyrica Alexandrina Adespota,
urn:cts:greekLit:tlg2298,"Lysanias, Mallotes, v1. Jh. / 2. Jh",100 CE-200 CE
urn:cts:greekLit:tlg0540,Lysias,500 BCE-400 BCE
urn:cts:greekLit:tlg2262,"Lysimachides, Historicus,1. Jh. v. Chr./1. Jh. n. Chr.",100 BCE-100 CE
urn:cts:greekLit:tlg2427,"Lysimachus, Historicus 1. Jh. v. Chr./1. Jh. n. Chr.",100 BCE-100 CE
urn:cts:greekLit:tlg0574,"Lysimachus, Alexandrinus, um 200 v. Chr.",200 BCE
urn:cts:greekLit:tlg0472,"Lysippus, Comicus, 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg0633,"Lysis, Tarentinus 4./2. Jh. v. Chr.",400 BCE-200 BCE
urn:cts:greekLit:tlg1472,"Lysistratus, Atheniensis, 5. Jh. v. Chr",500 BCE
urn:cts:greekLit:tlg2318,"Macareus, Cous, v3. Jh",300 BCE
urn:cts:greekLit:tlg2109,"Macarius, the Egyptian, Saint, active 4th century",400 CE
urn:cts:greekLit:tlg2776,"Macarius, Magnes, active 403",500 CE
urn:cts:greekLit:tlg4064,"Macedonius, Consul, ca. 490-ca. 565",500 CE-600 CE
urn:cts:greekLit:tlg0202,"Macedonius, Thessalonicensis 1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg1473,"Macedonius, Thessalonicensis 1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg0473,Machon,300 BCE
urn:cts:greekLit:tlg2339,"Maeandrius, Milesius, 3. Jh. v. Chr",300 BCE
urn:cts:greekLit:tlg1474,"Maecius, Quintus 1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg0474,"Magnes, Comicus, 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg0959,"Magnus, Medicus 4. Jh. n. Chr.",400 CE
urn:cts:greekLit:tlg2157,"Magnus, of Carrhae",400 CE
urn:cts:greekLit:tlg2382,"Malacus, Historicus, 3. Jh",300 BCE
urn:cts:greekLit:tlg1471,"Maiistas, Epicus 3./4. Jh. n. Chr",300 CE-400 CE
urn:cts:greekLit:tlg2582,"Malchus, Philadelphensis",500 CE
urn:cts:greekLit:tlg1476,"Mamercus,  Elegiacus, 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg2583,"Manetho,  Astrologus",100 CE
urn:cts:greekLit:tlg1477,"Manetho,  Aegyptius v3. Jh. Priester, Historiker",300 BCE
urn:cts:greekLit:tlg0200,Mantissa Proverbiorum,Incerta
urn:cts:greekLit:tlg2041,"Marcellus, of Ankara, Bishop of Ankara, approximately 280-approximately 374 (Marcellus Ancyranus)",400 CE
urn:cts:greekLit:tlg2458,"Marcellus, Historicus,",Ante 500 CE
urn:cts:greekLit:tlg2585,Marcellinus,400 CE?
urn:cts:greekLit:tlg0667,"Marcellinus, Medicus, 2. Jh. n. Chr",100 CE-200 CE
urn:cts:greekLit:tlg0281,"Markellos, Sidētēs",200 CE
urn:cts:greekLit:tlg4003,"Marcianus, of Heraclea",200 CE-500 CE
urn:cts:greekLit:tlg0562,"Marcus Aurelius, Emperor of Rome, 121-180",200 CE
urn:cts:greekLit:tlg1479,"Marcus Aurelius, Emperor of Rome, 121-180 (attributed author)",post 200 CE
urn:cts:greekLit:tlg0132,"Argentarius, Marcus 1. Jh. v. Chr./1. Jh. n. Chr.",100 BCE-0 CE
urn:cts:greekLit:tlg2806,Marcus Diaconus,400 CE-500 CE
urn:cts:greekLit:tlg3291,"Mark, the Hermit, -approximately 430",400 CE-500 CE
urn:cts:greekLit:tlg0253,Homer. Margites.,700 BCE
urn:cts:greekLit:tlg1480,"Maria, Iudaea 3./2. Jh. v. Chr.",300 BCE-200 BCE
urn:cts:greekLit:tlg4073,"Marianus, Scholasticus um 566 n. Chr",600 CE
urn:cts:greekLit:tlg4075,"Marinus, 5th cent.",500 CE
urn:cts:greekLit:tlg4074,"Marinus, Epigrammaticus, Person der Antike",Unknown
urn:cts:greekLit:tlg2432,Marmor Parium,300 BCE
urn:cts:greekLit:tlg2016,Martyrium Perpetuae et Felicitatis,300 CE
urn:cts:greekLit:tlg1486,"Matron, of Pitana",400 BCE
urn:cts:greekLit:tlg1487,"Maximus, Astrologus,  2./4. Jh. n. Chr.",200 CE
urn:cts:greekLit:tlg2025,Maximus Byzantius 4. Jh.,400 CE
urn:cts:greekLit:tlg0563,"Maximus, of Tyre, 2nd cent.",200 CE
urn:cts:greekLit:tlg2892,"Maximus, Confessor, Saint, approximately 580-662",600 CE-700 CE
urn:cts:greekLit:tlg1489,Megasthenes,400 BCE-300 BCE
urn:cts:greekLit:tlg0976,"Meges, Sidonius 1. Jh. n. Chr.",100 CE
urn:cts:greekLit:tlg1365,"Melampus, 3rd cent. B.C.",300 BCE
urn:cts:greekLit:tlg0373,"Melanippides, Melius 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg0254,Melanthius Epigr.,500 BCE
urn:cts:greekLit:tlg1491,"Melanthius, Historicus 4./3. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg0344,"Melanthius, Rhodius, 2. Jh. v. Chr.",200 BCE
urn:cts:greekLit:tlg1492,Meleager,
urn:cts:greekLit:tlg1848,"Meletus, Atheniensis, 5./4. Jh. v. Chr",500 BCE-400 BCE
urn:cts:greekLit:tlg0730,Meletius Monachus,700 CE-900 CE
urn:cts:greekLit:tlg1493,"Melinno, ca. 2. Jh. v. Chr.",200 BCE-200 BCE
urn:cts:greekLit:tlg0051,"Melissa, Pythagorica, 3. Jh. v. Chr. bzw. 1. Jh. n. Chr.",300 BCE-100 CE
urn:cts:greekLit:tlg2282,"Melisseus, Historicus, ca. 4.Jh.v.Chr",400 BCE
urn:cts:greekLit:tlg1494,"Melissus, Samius",500 BCE
urn:cts:greekLit:tlg2250,"Melito, Atheniensis, ca. 2.Jh.n.Chr",200 CE
urn:cts:greekLit:tlg0825,"Melito, Tragicus, 1. Jh.",100 CE
urn:cts:greekLit:tlg1495,"Melito, Saint, Bishop of Sardis, active 2nd century",200 CE
urn:cts:greekLit:tlg1496,"Memnon, of Heraclea Pontica",
urn:cts:greekLit:tlg1497,"Menaechmus, Sicyonius 4./3. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg0541,"Menander, of Athens",400 BCE-300 BCE
urn:cts:greekLit:tlg2586,"Menander, of Laodicea, 3rd cent.",300 BCE
urn:cts:greekLit:tlg1498,"Menander, Ephesius 3./2. Jh. v. Chr",300 BCE-200 BCE
urn:cts:greekLit:tlg4076,"Menander, Protector, fl. 6th cent.",600 CE
urn:cts:greekLit:tlg1499,"Menecles, Barcaeus 2. Jh. v. Chr",200 BCE
urn:cts:greekLit:tlg0523,"Menecrates, Comicus 4. Jh. v. Chr",post 500 BCE
urn:cts:greekLit:tlg1500,"Menecrates, Ephesius,  4./3. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg4344,"Menecrates Historicus , ca. 4.Jh.v.Chr",400 BCE
urn:cts:greekLit:tlg2475,"Menecrates, Nysaensis, ca. 4.Jh.v.Chr",400 BCE
urn:cts:greekLit:tlg4345,Menecrates Olynthius,400 BCE
urn:cts:greekLit:tlg1501,"Menecrates, Samius, 4./3. Jh. v. Chr",400 BCE-300 BCE
urn:cts:greekLit:tlg1502,"Menecrates, Smyrnaeus,  1. Jh. v. Chr",100 CE
urn:cts:greekLit:tlg0639,"Menecrates, Syracusanus, v4. Jh",400 BCE
urn:cts:greekLit:tlg4346,Menecrates Tyrius,ante 200 CE
urn:cts:greekLit:tlg1503,"Menecrates, Xanthius 4. Jh. v. Chr",400 BCE
urn:cts:greekLit:tlg0984,"Menemachus, Aphrodisiensis 1. Jh. n. Chr.",100 CE
urn:cts:greekLit:tlg1505,"Menesthenes, Historicus ca. 3. Jh. n. Chr.",300 CE
urn:cts:greekLit:tlg2228,Menestor,500 BCE
urn:cts:greekLit:tlg4395,"Menetor, Historicus 1. Jh. v. Chr.",100 BCE
urn:cts:greekLit:tlg1787,Menippus Comicus,Unknown
urn:cts:greekLit:tlg0052,"Menippus, of Gadara",300 BCE
urn:cts:greekLit:tlg0079,Menippus of Pergamon,100 BCE
urn:cts:greekLit:tlg1506,"Menodotus, Samius 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg2631,Menophilus,Unknown
urn:cts:greekLit:tlg2202,"Menyllus, Historicus, Person der Antike",Unknown
urn:cts:greekLit:tlg0268,"Mesomedes, 2nd cent.",200 CE
urn:cts:greekLit:tlg0475,"Metagenes, Comicus 5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg2959,"Methodius, of Olympus, Saint, -311",300 CE-400 CE
urn:cts:greekLit:tlg3114,Pseudo-Methodius,700 CE
urn:cts:greekLit:tlg4077,"Metrodorus, Epigrammaticus 4. Jh. n. Chr.",400 BCE
urn:cts:greekLit:tlg1773,"Metrodorus, of Lampsacus, 331 or 330-278 or 7 B.C.",400 BCE
urn:cts:greekLit:tlg1508,"Metrodorus, Chius 4. Jh. v. Chr.",500 BCE-400 BCE
urn:cts:greekLit:tlg1811,"Metrodous, Maior, v6. Jh",600 BCE
urn:cts:greekLit:tlg1976,"Metrodorus, of Scepsis, d. 70 B.C.",200 BCE-100 BCE
urn:cts:greekLit:tlg2531,"Metrophanes, Historicus, 3./4. Jh",300 CE-400 CE
urn:cts:greekLit:tlg0917,"Michael, Chartophylax",1000 CE
urn:cts:greekLit:tlg4034,"Michael, of Ephesus",1100 CE-1200 CE
urn:cts:greekLit:tlg4078,Michaelios Grammatikos (from Brill),
urn:cts:greekLit:tlg0255,"Mimnermus, of Colophon, 7th cent. B.C.",700 BCE
urn:cts:greekLit:tlg1511,"Mimnermus, Tragicus ca. 4. Jh. v. Chr",ante 400 BCE
urn:cts:greekLit:tlg2903,"Minucianus, Rhetor 2. Jh. n. Chr.",200 CE
urn:cts:greekLit:tlg1512,Minyas Epicus,500 BCE
urn:cts:greekLit:tlg0039,Mithradates Epistolographus,
urn:cts:greekLit:tlg1513,"Mnasalces, Sicyonius 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg1514,"Mnaseas, 3rd cent. B.C.",300 BCE
urn:cts:greekLit:tlg0476,"Mnesimachus, 4th cent. B.C.",400 BCE
urn:cts:greekLit:tlg2565,"Mnesimachus, Phaselinus, v4./3. Jh",400 BCE-300 BCE
urn:cts:greekLit:tlg1959,"Mnesiptolemus, Cumaeus, 3./2. Jh. v. Chr",300 BCE-200 BCE
urn:cts:greekLit:tlg0701,"Mnesitheus, Atheniensis 4./3. Jh. v. Chr.",400 BCE/300 BCE
urn:cts:greekLit:tlg0805,"Mnesitheus, Cyzicenus 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg1890,Moderatus,100 CE
urn:cts:greekLit:tlg1515,"Moeris, Lexicographer",200 CE-300 CE
